Iteration,Modularity,Community Count
0,0.6912691495095412,94
1,0.679790623399051,98
2,0.6753313285858514,99
3,0.6836262131847187,94
4,0.6554080717629528,96
5,0.6761817641202403,97
6,0.6895933835487706,100
7,0.6928907825811218,100
8,0.674181985359011,96
9,0.6880745245131641,100
10,0.6906729031939045,99
11,0.6939459816528635,97
12,0.6747884306247706,93
13,0.6914495924734736,99
14,0.6797474739946312,95
15,0.681442068786419,98
16,0.6868914462974236,93
17,0.6861602600261489,99
18,0.6874351287931182,97
19,0.692099187143667,98
20,0.6873998247349514,95
21,0.6875269193443386,95
22,0.6660071345578911,94
23,0.6926530685895023,97
24,0.6820579284676977,95
25,0.6665319882225559,91
26,0.6842593326277618,95
27,0.688788451022669,96
28,0.679701186451701,101
29,0.6965498520759915,97
30,0.691245613470763,98
31,0.6962368227602842,97
32,0.6867290476298702,97
33,0.6938541911016388,98
34,0.6852211720790304,97
35,0.7037879685338738,97
36,0.6846680751678192,96
37,0.6950396229212675,97
38,0.6836607327082614,93
39,0.6835689421570369,96
40,0.6847292688686373,97
41,0.6908541306924745,96
42,0.6741576647856038,94
43,0.6766611147766234,96
44,0.6796596061165373,93
45,0.688481697983976,96
46,0.689571416579247,101
47,0.7018886102047514,96
48,0.6940385567387145,97
49,0.6955895816939776,96
50,0.6892003317012312,95
51,0.6902680833269784,100
52,0.6951565185805176,100
53,0.6963882379430659,97
54,0.6795081909337424,94
55,0.6882996859507774,97
56,0.6934242661266881,98
57,0.6985064814328042,91
58,0.6828871815671975,92
59,0.6985566916488567,97
60,0.6836183678384684,92
61,0.6915256923321824,96
62,0.6996189515322275,95
63,0.700459188116489,94
64,0.6919846450882916,99
65,0.6830346740768488,97
66,0.6963960832893212,96
67,0.6912934700829436,96
68,0.6907317432908479,95
69,0.6903575202743286,95
70,0.6806583186952191,93
71,0.6735457277774629,98
72,0.7006812114155971,96
73,0.6927221076365707,95
74,0.6831241110241891,93
75,0.6826604510603282,96
76,0.6277273365598505,96
77,0.7009832572465395,98
78,0.7010687715207577,95
79,0.6885829029507015,94
80,0.6876351851227075,96
81,0.6794203230556629,94
82,0.6785126164935797,97
83,0.6975399347737811,100
84,0.6886519419977801,98
85,0.6865784169817207,96
86,0.6824078309108075,96
87,0.6802205483740097,94
88,0.677908524831691,94
89,0.6897110637426407,94
90,0.6901370660444658,98
91,0.6799083035929228,99
92,0.6894396147621076,98
93,0.676299444314121,93
94,0.6884307032332927,96
95,0.678534583463097,96
96,0.6817817722794021,95
97,0.6553743367740422,98
98,0.6862269454693443,98
99,0.6766415014109799,97
