Iteration,Modularity,Community Count
0,0.24437685901249348,6
1,0.35745240928019156,6
2,0.3918426531826305,7
3,0.3359830458060688,7
4,0.3359830458060688,7
5,0.29159875074360564,6
6,0.3359830458060688,7
7,0.3926546698393823,7
8,0.3926546698393823,7
9,0.3359830458060688,7
10,0.3359830458060688,7
11,0.29159875074360564,6
12,0.28874330755502736,6
13,0.28874330755502736,6
14,0.3918426531826305,7
15,0.39382212968471225,8
16,0.29159875074360564,6
17,0.3359830458060688,7
18,0.28874330755502736,6
19,0.3359830458060688,7
20,0.3926546698393823,7
21,0.3918426531826305,7
22,0.3359830458060688,7
23,0.3926546698393823,7
24,0.28874330755502736,6
25,0.3934131469363482,7
26,0.3584785841760869,6
27,0.3918426531826305,7
28,0.3007257584770977,6
29,0.3926546698393823,7
30,0.29159875074360564,6
31,0.3926546698393823,7
32,0.39302498512790107,8
33,0.3584785841760869,6
34,0.3926546698393823,7
35,0.3926546698393823,7
36,0.35745240928019156,6
37,0.28874330755502736,6
38,0.3918426531826305,7
39,0.3926546698393823,7
40,0.3359830458060688,7
41,0.29159875074360564,6
42,0.28874330755502736,6
43,0.35745240928019156,6
44,0.3359830458060688,7
45,0.23397233789411082,5
46,0.39263087447947753,7
47,0.3359830458060688,7
48,0.3918426531826305,7
49,0.31531231409875166,7
50,0.3584785841760869,6
51,0.3359830458060688,7
52,0.3918426531826305,7
53,0.3918426531826305,7
54,0.28874330755502736,6
55,0.3926546698393823,7
56,0.3584785841760869,6
57,0.3584785841760869,6
58,0.31531231409875166,7
59,0.3918426531826305,7
60,0.3168054729327788,7
61,0.3926546698393823,7
62,0.39263087447947753,7
63,0.29159875074360564,6
64,0.28874330755502736,6
65,0.23397233789411082,5
66,0.3359830458060688,7
67,0.3926546698393823,7
68,0.3584785841760869,6
69,0.35745240928019156,6
70,0.3926546698393823,7
71,0.3359830458060688,7
72,0.23397233789411082,5
73,0.3359830458060688,7
74,0.3359830458060688,7
75,0.3918426531826305,7
76,0.29159875074360564,6
77,0.3007257584770977,6
78,0.35745240928019156,6
79,0.3359830458060688,7
80,0.3584785841760869,6
81,0.3584785841760869,6
82,0.35745240928019156,6
83,0.28874330755502736,6
84,0.3359830458060688,7
85,0.28874330755502736,6
86,0.29159875074360564,6
87,0.3926546698393823,7
88,0.28874330755502736,6
89,0.39263087447947753,7
90,0.3926546698393823,7
91,0.3168054729327788,7
92,0.28874330755502736,6
93,0.3918426531826305,7
94,0.3918426531826305,7
95,0.28874330755502736,6
96,0.3918426531826305,7
97,0.3359830458060688,7
98,0.3359830458060688,7
99,0.23397233789411082,5
